diary_date,Title,Content
1592-06-05 (목),(계사),"당항포해전
    아침에 출항하여 고성땅 당항포에 이르니, 왜놈의 배 한척이 판옥선과 같이 큰데, 배위에 누각이 높고 그 위에 적장이 앉아서, 중선 열두 척과 소선 스무척(계 서른두척)을 거느렸다.
    한꺼번에 쳐서 깨뜨리니, 활을 맞은 자가 부지기수요, 왜장의 모가지도 일곱급이나 베었다. 나머지 왜놈들은 뭍으로 내려가 즉시로 달아났다. 그래봤자 나머지 수는 얼마 되지 않았다. 우리 군사의 기세가 크게 떨쳤다."
1592-06-06 (금),(갑오),"맑다.
    적선의 동정을 살피며, 거기서 그대로 잤다."
1592-06-07 (토),(을미),"맑다. 율포해전
    아침에 출항하여 영등 앞바다에 이르니, 적선이 율포에 있다고 했다.
    복병선으로 하여금 탐지케 했더니, 적선 다섯 척이 먼저 우리 군사가 오는 것을 알고 남쪽 넓은 바다로 달아나는데, 여러 우리나라 배가 일제히 쫓아가 사도첨사 김완(金浣)이 한척을 온전히 잡고, 우후도 한척을 온전히 잡고, 녹도만호 정운(鄭運)도 한척을 온전히 잡으니, 모두 왜적의 머리가 서른여섯 개이다."
1592-06-08 (일),(병신),"맑다.
    우수사(이억기)와 함께 의논하면서 바다 가운데서 머물러 지냈다."
1592-06-09 (월),(정유),"맑다.
    곧장 천성, 가덕에 이르니, 왜적이 하나도 없다.
    두 세번 수색 하고나서, 군사를 돌려 당포로 돌아와 밤을 지냈다.
    새벽도 되기 전에 배를 출항하여 미조항 앞바다에 이르러 우수사(이억기)와 이야기하였다."
1592-06-10 (화),(무술),은 맑았다.
1592-07-04 (수),(신유),"[장계에서]
    떼를 지어 출몰하는 적을 맞이하여 낱낱이 무찌르고자 서로 공문을 돌려서 약속하며 배를 정비하고, 경상도의 적세를 탐문하였는데,
    ""가덕, 거제 등지에 왜선이 혹 열여척, 혹은 서른여척이 떼를 지어 출몰한다""고 할뿐 아니라, 본도 금산(나주시 금성동) 지경에도 적세가 크게 뻗치었는 바, 수륙으로 나누어 침범한 적들이 곳곳에서 불길같이 일어나건만,
    한번도 적을 맞아 싸운 적이 없어서 깊이 침범하게 되었으므로 처음에 본도 우수사와 모이기로 약속한 오늘 저녁 때에 약속한 그 장소에 도착하였다."
1592-07-05 (목),(계해),"[장계에서]
    서로 약속하다."
1592-07-06 (금),(임술),"[장계에서]
    함대를 거느리고 일시에 출항하여 곤양과 남해의 경계인 노량에 도착하니, 경상우수사가 파손된 것을 수리한 전선 일곱척을 거느리고 그곳에 머물고 있었다.
    그래서 바다 가운데서 같이만나 재삼 약속하고 진주땅 창신도에 이르자, 날이 저물어 밤을 지냈다."
1592-07-07 (토),(갑자),"[장계에서]
    샛바람이 세게 불어 항해하기 어려웠다.
    고성 땅 당포에 이르자, 날이 저물기로 나무하고 물긷고 있을 때, 피란하여 산으로 올랐던 그 섬의 목동 김천손(金千孫)이 우리 함대를 바라 보고는 급히 달려와서 말하였다.
    ""적의 대, 중, 소선을 합하여 일흔여척이 오늘 낮 두시쯤 영등포 앞바다에서 거제와 고성의 경계인 견내량에 이르러 머무르고 있다""고 하므로 다시금 여러 장수들에게 신칙하였다."
1592-07-08 (일),(을축),"한산대첩
    [장계에서]
    이른 아침에 적선이 머물러 있는 곳(견내량)으로 항해했다.
    한바다에 이르러 바라보니, 왜의 대선 한척과 중선 한척이 선봉으로 나와서 우리 함대를 몰래 보고서는 도로 진치고 있는 곳으로 들어갔다.
    그래서 뒤쫓아 들어가니, 대선 서른여섯척과 중선 스무네척, 소선 열세척(모두 일흔세척)이 대열을 벌려서 정박하고 있었다.
    그런데 견내량의 지형이 매우 좁고, 또 암초가 많아서 판옥전선은 서로 부닥치게 될것 같아서 싸움하기가 곤란했다.
    그리고 왜적은 만약 형세가 불리하게 되면 기슭을 타고 뭍으로 올라갈 것이므로 한산도 바다 가운데로 유인하여 모조리 잡아버릴 계획을 세웠다.
    한산도는 사방으로 헤엄쳐 나갈 길이 없고, 적이 비록 뭍으로 오르더라도 틀림없이 굶어 죽게 될 것이므로 먼저 판옥선 대여섯척으로 먼저 나온 적을 뒤쫓아서 엄습할 기세를 보이게 하니, 적선들이 일시에 돛을 올려서 쫓아 나오므로 우리 배는 거짓으로 물러나면서 돌아 나오자, 왜적들도 따라 나왔다.
    그때야 여러 장수들에게 명령하여 ""학익진""을 펼쳐 일시에 진격하여 각각 지자, 현자, 승자 등의 총통들을 쏘아서 먼저 두세척을 깨뜨리자,
    여러 배의 왜적들은 사기가 꺾이어 물러나므로 여러 장수와 군사와 관리들이 승리한 기세로 흥분하며,
    앞 다투어 돌진하면서 화살과 화전을 잇달아 쏘아대니, 그 형세가 마치 바람같고 우레같아, 적의 배를 불태우고 적을 사살하기를 일시에 다 해치워 버렸다.
    순천부사 권준(權俊)이 제몸을 잊고 돌진하여 먼저 왜의 층각대선 한척을 쳐부수어 바다 가운데서 온전히 잡아 왜장을 비롯하여 머리 열급을 베고 우리나라 남자 한명을 산채로 빼앗았다.
    광양현감 어영담(魚泳潭)도 먼저 돌진하여 왜의 층각대선 한척을 쳐부수어 바다 가운데서 온전히 잡아 왜장을 쏘아 맞혀서 내 배로 묶어 왔는데, 문초하기 전에 화살을 맞은 것이 중상이고 말이 통하지 않으므로 즉시 목을 베었으며, 다른 왜적을 비롯하여 머리 열두급을 베고, 우리나라 사람 한명을 산채로 빼앗았다.
    사도첨사 김완(金浣)은 왜대선 한척을 쳐부수어 바다 가운데서 온전히 잡아 왜장을 비롯하여 머리 열여섯급을 베었고, 현양현감 배흥립(裵興立)이 왜대선 한척을 쳐부수어 바다 가운데서 온전히 잡아 머리 여덟급을 베고 또 많이 익사시켰다.
    방답첨사 이순신(李純信)은 왜대선 한척을 쳐부수어 바다 가운데서 온전히 잡아 머리 네급을 베었는데 다만 사살하기에만 힘쓰고 머리를 베는 일에는 힘쓰지 않았을 뿐 아니라 또 두척을 쫓아가서 쳐부수어 일시에 불태웠다.
    좌돌격장 급제 이기남(李奇男)은 왜대선 한척을 쳐부수어 바다 가운데서 잡아 머리 일곱급을 베었으며, 좌별도장 본영 군관 전 만호 윤사공(尹思恭)과 가안책(賈安 策) 등은 층각선 두척을 바다 가운데서 온전히 잡아 머리 여섯급을 베었다.
    낙안군수 신호(申浩)는 왜대선 한척을 쳐부수어 바다 가운데서 온전히 잡아 머리 일곱급을 베었으며, 녹도만호 정운(鄭運)은 층각대선 두척을 총통으로 뚫자 여러 전선이 협공하여 불태우고 머리 세급을 베고 우리 나라 사람 두명을 산채로 빼앗았다.
    여도권관 김인영(金仁英)은 왜대선 한척을 쳐부수어 바다 가운데서 온전히 잡아 머리 세급을 베었고,
    발포만호 황정록(黃廷祿)은 층각선 한척을 쳐부수자 여러 전선이 협공하여 힘을 모아 불태우고 머리 두급을 베었다.
    우별도장 전 만호 송응민(宋應珉)은 머리 두급을 베었고,
    흥양통장 전 현감 최천보(崔 天寶)는 머리 세급을 베었고,
    참퇴장 전 첨사 이응화(李應華)는 머리 한급을 베었고,
    우돌격장 급제 박이량(朴以良)은 머리 한급을 베었고,
    내가 타고 있는 배에서 머리 다섯급을 베었고,
    유군일령장 손윤문(孫允文)은 왜의 소선 두척에 총을 쏘고 산 위에까지 추격하였으며,
    오령장 전 봉사 최도전(崔道傳)은 우리나라 소년 세명을 산채로 빼앗았다.
    그 나머지의 왜대선 스무척, 중선 열일곱척, 소선 다섯척 등은 좌도와 우도의 여러 장수들이 힘을 모아 부수고 불태우니 화살을 맞고 물에 빠져 죽은 자는 그 수를 헤아릴 수가 없었다.
    그리고 왜놈 사백여명은 형세가 아주 불리하고 힘이 다 되었는지 스스로 도망가기 어려운줄 알고, 한산도에서 배를 버리고 뭍으로 올라갔으며, 그 나머지 대선 한척, 중선 일곱척, 소선 여셧척(모두 열네척) 등은 접전할 때 뒤처져 있다가 멀리서 배를 불태우며 목베어 죽이는 꼴을 바라보고는 노를 재촉하여 도망해 버렸으나,
    종일 접전한 탓으로 장수와 군사들이 노곤하고 날도 땅거미가져 어둑어둑하므로 끝까지 추격할 수 없어서 견내량 내항에서 진을 치고 밤을 지냈다."
1592-07-09 (월),(병인),"[장계에서]
    가덕으로 향하려는데, ""안골포에 왜선 마흔여척이 정박해 있다.""고 탐망군이 보고했다.
    즉시 본도 우수사 및 경상 우수사와 함께 적을 토멸할 계책을 상의한 바,
    이날은 날이 이미 저물고 맞바람이 세게 불어 항해하여 앞으로 나갈수 없으므로 거제땅 온천도(거제도 하청면 칠천도)에서 밤을 지냈다."
1592-07-10 (화),(정묘),"안골포해전
    [장계에서]
    새벽에 출항하여 ""본도 우수사는 안골포 밖의 가덕 변두리에 진치고 있다가, 우리가 만일 접전하면 복병을 남겨두고 급히 달려 오라""고 약속하고,
    나는 함대를 이끌고 ""학익진""을 형성하여 먼저 진격하고, 경상 우수사는 내뒤를 따르게 하여 안골포에 이르러 선창을 바라보니,
    왜대선 스무한척, 중선 열다섯척, 소선 여섯척(모두 마흔두척)이 머물고 있었다.
    그중 삼층으로 방이 마련된 대선 한척과 이층으로 된 대선 두척이 포구에서 밖을 향하여 물에 떠있었고, 나머지는 고기 비늘처럼 줄지어 정박하고 있었다.
    그런데 포구의 지세가 좁고 얕아서 조수가 물러나면 뭍이 드러날 것이고 판옥대선으로는 쉽게 드나들수가 없으므로 여러번 유인 해내려고 하였으나 그들의 선운선(先運船) 쉰아홉척을 한산도 바다 가운데로 유인하여 남김없이 불태우고 목베었기 때문에 형세가 궁해지면 뭍으로 내려갈 계획으로 험한 곳에 배를 매어둔 채 두려워 겁내어 나오지 않았다.
    그래서 할수 없이 여러 장수들에게 명령하여 서로 교대로 드나 들면서 천자, 지자, 현자 총통과 여러 총통 뿐아니라 장전과 편전 등을 빗발 같이 쏘아 맞히고 있을 적에,
    본도 우수사가 장수를 정하여 복병시켜 둔뒤 급히 달려 와서 협공하니, 군세가 더욱 강해져서 삼층방 대선과 이층방 대선을 타고 있던 왜적들은 거의 다 사상하였다.
    그런데 왜적들은 사상한 자를 낱낱이 끌어내어 소선으로 실어내고, 다른 배의 왜적들을 소선에 옮겨 실어 층각대선으로 모아들였다.
    이렇게 종일토록 하여 그 배들을 거의 다 깨부수자, 살아남은 왜적들은 모두 뭍으로 올라갔는데, 뭍으로 간 왜적들은 다 사로잡지는 못했다.
    그러나 그곳 백성들이 산골에 잠복해 있는자가 무척 많은데, 그 배들을 모조리 불태워 궁지에 몰린 도적이 되게 한다면, 잠복해 있는 그 백성들이 오히려 비참한 살륙을 면치 못할 것이다.
    그래서 잠깐 일리쯤 물러나와 밤을 지냈다."
1592-07-11 (수),(무진),"[장계에서]
    새벽에 다시 돌아와 포위해 보았으나,
    왜적들이 허둥지둥 당황하여 닻줄을 끊고 밤을 틈타 도망갔으므로 전일 싸움 하던 곳을 탐색해 보니, 전사한 왜적들을 열두곳에 모아 놓고 불태웠는데,
    거의 타다남은 뼈다귀와 손발들이 흩어져 있고, 그 포구 안팎에는 흘린피가 땅바닥에 그득하여 곳곳이 붉은빛인 것으로 보아도 알수 있듯이 도적들의 사상자를 이루 헤아릴 수 가 없었다.
    낮 열시쯤 양산강과 김해포구 및 감동포구를 모두 수색하였으나, 왜적의 그림자는 전혀 없다.
    그래서 가덕 바깥에서부터 동래 몰운대에 이르기까지 배를 늘여 세워 진을 치게 하고, 군대의 위세를 엄하게 보이게 한 다음
    ""적의 많고 적음을 탐망해서 보고하라""고 가덕도 응봉과 김해의 금단곶 연대 등지로 탐망군을 정하여 보내었는데,
    밤 여덟시쯤에 그 탐망군인 경상우수영 수군 허수광(許水光)이 와서 보고했다.
    ""연대에서 탐망할려고 올라갈 때, 산봉우리 아래 작은 암자에 한 늙은중이 있기에 같이 연대로 올라가서 양산과 김해의 두강의 으슥한 곳과 그 두고을 쪽을 바라보니, 적선이 나뉘어 정박해 있는 수는 거의 백여척쯤 되는데, 그 늙은 중에게 적선의 동정을 물었더니, 대답하는 말이 ""날마다 쉰여척이 떼를 지어 드나 들며, 11일 본토에서 그 강으로 들어왔다가 어제 안골포 접전때, 포쏘는 소리를 듣고는 간밤에 거의 다 도망가고 다만 배 여척이 남아 있는 것이다.""고 하였다.
    왜놈들은 너무 두려워서 도망친 꼴을 짐작할 수 있겠다.
    저물녘에 천성보로 나아가서 잠깐 머물면서 적에게 우리들이 오랫동안 있을 것이라고 의심하게 하고, 밤을 이용하여 군사를 돌렸다."
1592-07-12 (목),(기사),"[장계에서]
    낮 열시쯤에 한산도에 이르니, 이곳에 하륙했던 왜적들이 연일 굶어서 걸음을 잘 걷지 못한채 피곤하여 바닷가 에서 졸고 있었다.
    거제도의 군사와 백성들이 이미 머리를 세급을 베었고, 그 나머지 사백여명의 왜적은 탈출해도 도망갈 길이 없는 초롱속의 새와 같았다.
    나와 본도 우수사는 다른 도에 주둔하는 군사로서 군량이 벌써 떨어졌을뿐 아니라 ""금산의 적세가 크게 성하여 이미 전주에 도착했다""는 기별이 잇달아 도착 하므로 그섬에 하륙한 적들은 거제도의 군사와 백성들이 합력하여 목을 베고 그 급수를 통고하도록 그 도의 우수사와 약속했다."
1592-07-13 (금),(경오),"[장계에서]
    본영으로 돌아왔다. 여러 사람의 문초 내용이 비록 낱낱이 믿을 만한 것이 못된다 하더라도 ""세개의 부대로 나누어 배를 정비하여 전라도로 향한다""는 말만은 믿을만한 근거가 있는것 같다.
    이들중에, 첫째 부대의 왜선 일흔세 척은 거제도 견내량에 와서 머물고 있다가 이미 섬멸되었고, 둘째 부대의 왜선 마흔두척은 안골포 선창에 벌여 진치고 있었으나, 역시 우리에게 패하여 무수한 사상자를 내고 밤에 도망하였으니, 다시 그 무리를 데리고 와서 병력을 합세하여 바로 몰아 침범해 오면, 마침내는 우리가 앞뒤로 적을 받게 될 것이므로 병력이 분산되고 형세가 약한 것이 극히 염려스럽다.
    그래서 ""군대를 정비하여 창을 베개로 삼아 변을 기다려 다시 통고하는 즉시로 수군을 거느리고 달려오라""고 본도 우수사 이억기와 약속하고 진을 파하였으며,
    포로되었다가 도로 잡혀 온 사람은 각각 그 빼앗은 관원에게 명하여, ""구휼하고 편히 있게 하였다가 사변이 평정된 뒤에 고향으로 돌려 보내라""고 알아 듣도록 타일렀다."
1592-07-15 (토),(임신),"[장계에서]
    여러 장수와 군사 및 관리들이 제몸을 돌아보지 않고 처음부터 끝까지 여전하여 여러번 승첩을 하였다만 조정이 멀리 떨어져 있고 길이 막혔는데, 군사들의 공훈 등급을 만약 조정의 명령을 기다려 받은 뒤에 결정한다면, 군사들의 심정을 감동케 할수 없으므로, 우선 공로를 참작하여 1, 2, 3 등으로 별지에 기록하였으며,
    당초의 약속과 같이 비록 왜적의 머리를 베지 않았다 하더라도 죽을 힘을 다해 싸운 사람들은 내가 본 것으로써 등급을 나누어 결정하고서 함께 기록하였다. 이 내용을 장계하였다."
1592-07-16 (일),(계유),"[장계에서]
    본영과 본도 소속 각 진포의 군량은 원 수량이 넉넉 하지 못하였는데, 세번이나 적을 무찌르느라고 해상에서 여러날을 보내게 되어 많은 전선의 군졸들이 굶주리므로 원 군량은 벌써 다 나누어 주었다.
    적은 물러가지 않으므로 잇달아 바다로 내려가 출전해야 하고 군량은 달리 변통하여 마련할 길이 없어 순천부에 두었던 군량 오백여섬을 본영과 첩입한 방답진에, 흥양 군량 사백여섬을 여도, 사도, 발포, 녹도 등의 네개 포구에는 백섬씩을 먼저 옮겨다가 뜻밖의 일에 대비토록 하고, 도순찰사 에게 공문을 보냈다. 이 내용을 장계하였다."
1592-08-24 (월),(신해),"맑다.
    아침밥은 객사 동헌에서 정영감(충청수사 정걸)과 같이 먹고 곧 침벽정으로 옮겼다.
    우수사와 점심을 같이 먹었는데 정 조방장도 함께 먹었다.
    오후 네시쯤에 배를 출항하여 노질을 재촉하여 노량 뒷바다에 이르러 정박하다.
    한밤 열두시에 달빛을 타고 배를 몰아, 사천땅 모자랑포에 이르니 벌써 날이 새었다.
    새벽 안개가 사방에 끼어서 지척을 분간키 어려웠다."
1592-08-25 (화),(임자),"맑다.
    오전 여덟시쯤에 안개가 걷혔다.
    삼천포 앞바다에 이르니 평산포만호가 공장(수령이나 찰방이 감사, 병마사, 수사등에게 공식으로 만날 때에 내는 관직명을 적은 편지)을 바쳤다.
    당포가 까이에 이르러 경상우수사(원균)와 만나 배를 매 놓고 이야기했다.
    오후 네시쯤에 당포에 정박하여 밤을 지냈다.
    자정에 잠깐 비가 왔다."
1592-08-26 (수),(계축),"맑다.
    견내량에 이르러 배를 멈추고서 우수사와 더불어 이야기했다. 순천부사 권준(權俊)도 왔다.
    저녁에 배를 옮겨 각호사(角乎寺 : 거제시 사등면) 앞바다에서 밤을 지냈다."
1592-08-27 (목),(갑인),"맑다.
    영남수사(원균)과 같이 의논하고, 배를 옮겨 거제 칠내도(漆乃島)에 이르렀다.
    웅천현감 이종인(李宗仁)이 와서 말하는데, ""왜적의 머리 서른다섯개를 베었다.""고 한다.
    어두울 무렵에 제포(濟浦), 서원포(西院浦)를 건너니, 밤이 벌써 열시쯤이 되어 자려는데, 하늬바람이 차겁게 부니, 나그네의 회포가 어지럽다. 이날 밤 꿈자리도 많이 많이 어지러웠다."
1592-08-28 (금),(을묘),"맑다.
    새벽에 앉아 꿈을 생각해보니, 처음에는 나쁜 것 같았으나 도리어 좋은 것이었다. 가덕에 이르렀다.
    삼가 요즘 건강은 어떠하신지요.
    전일 승평에서 받들었던 것은 매우 기쁘고 다행한 것이었습니다. 줄이고.
    일본은 바다 가운데 있으며, 비록 추운 겨울이 되어도 날씨는 늘 따뜻한데, 지금까지 흉한 적들이 오랫동안 남의 땅에 머물러 있어도 풍속에 익숙되지는 않습니다.
    한 겨울이 되면, 추위로 지내기 괴로우며, 가난할 뿐 아니라, 군량은 이미 다 떨어지고, 용기와 힘도 다하였으므로, 이 기회를 틈타 급히 공격하여 때를 놓치지 않아야 합니다.
    다시 일어난 왕실이 바로 이 때인데 한해가 새해로 바뀌었어도 아직 적을 없앴다는 말을 듣지 못했습니다.
    한구석 외로운 신하가 북쪽을 바라보며 길이 통탄하니, 간담이 찢어지는 듯합니다.
    우리나라 팔도 중에 오직 이 호남만이 온전한 것은 천만 다행이며, 군사를 조련하고, 군량을 옮기는 것 모두 이 전라도가 있었기 때문입니다. 폐해를 다 없애어 국권을 회복하는 것도 이 도(전라도)의 계책으로 말미암은 것입니다.
    그래서 이 전라도 감사가 다시 임금에게 충성하러 부임했고, 절도사는 오랫동안 남의 땅(경상도)에 머물면서 군사와 말을 정예하게 여거 하는데, 군기, 군량은 이가운데서 다하여 돌아가고, 진과 보(鎭堡)에 이르러 방어군사를 정하는 것 또한 각각 반으로 나누어 뽑아 거느렸습니다.
    그런데 장수는 늙어 중도에서 굶주림과 추위가 아울러 들이닥쳐 반 이상은 달아나 흩어졌습니다.
    비록 혹 흩어지지 않은 자가 있다손 해도, 굶주림과 추위가 이미 극에 달하여 죽음이 잇달았습니다.
    큰 고을이면 300여명, 힘차고 왕성한 사람을 조급히 가리어 채우기를 강요하며 독려하니, 한 도가 소동하였습니다.
    더구나 소모사(召募使)가 내려와서 남아있는 군사를 징발하니, 각 진포에 방군을 나누고, 여러 읍의 초병도 뽑아 그 수를 채우는 데, 한 도가 소동한 것은 알지 못하는 바, 이 도의 보전도 어려워 꼭 길에서 통곡하였습니다.
    지난 9월에 유지에, 각 고을의 떠돌이 군사일지도 일족 가까이 있는 자에게는 일체의 세금을 면제하라고 하신 정녕한 서신이 있었거늘, 백성을 풀어 비상한 고난을 견줄데 없이 급하였던 것입니다.
    큰 적(왜적)이 각 도에 가득차, 아무 죄없는 백성은 몇 십만명인지 알수 없지만, 그 독한 해를 입었습니다.
    종사(宗社)와 도성(都城)도 보전할 수 없었고, 말과 생각이 이에 미치어 고통이란 불타서 갈라지는 것과 같습니다.
    지난 달 10명의 군사가 방비하는 고을에 부임하니, 한번 친족에게 대충 징발하지 말라는 명령을 들었습니다.
    다음 달 방비에 들어가는 사람이 겨우 서너 명인데, 어제는 10명의 유방군이 오늘은 너댓명 미만이니, 몇달가지 않아서 바닷가의 진(鎭)은 하나같이 텅 비어 진(鎭)의 지휘관은 홀로 빈성을 지키게 되니, 어떻게 알지 못하겠습니다.
    만약 옛 전례를 다른다면, 임금의 분부를 어기게 되고, 옛 명령을 따르면, 적을 방어하는데, 계책이 없으니, 이 두가지 중 편리한대로 밤낮으로 생각하여 보고했더니, 관찰사의 공문에 일족의 대충징발하는 폐단이 백성을 심하게 병들게 합니다.
    정녕 명령을 내리신다면, 이른바 명령을 이행할 틈이 없거니와, 그 보고 내용 또한 일거리가 있으니, 백성을 어루만지고, 적을 방어하는데에 둘다 그 편리한 일을 얻는 것이라 답하여 왔습니다.
    각 고을에는 죽은 자가 자손이 모두 끊어지면, 도목장(都目狀)에서 빼버리라고 공문을 내 보냈습니다.
    대개 본도(전라도)는 나누어 방비할 군사가 경상도의 예와는 같지 않으며, 좌, 우수영에는 320여 명이고, 각 진포에는 혹 200 혹 150여명씩 나누어 방비하였거늘, 그중에서 멀리 도망갔거나 죽은자가 오래 되었다.
    아직 본래대로 정하지 않은자 는 10에 7~8이며, 현재 나타나 있는 사람을 거두어 주는 것도 모두 늙고 쇠잔하여 방비업무에 알맞지 않습니다.
    힘이 부득이 하면 물론 일족에게 숫자만 채우려 입방할지라도 탈이 났다고 소송하는 자가 많고, 아직 방비에 도착하지 않은 자는 혹 이름을 대어 힘을 합하는 가운데 이것 저것 엇갈리게 한다면, 끝내 점고에 나타나지 않는 자는 그 사이의 질병은 이루 말할 수 없습니다.
    저는 이런 폐단을 모르는 바 아니지만, 큰 적이 앞에 있어 방비하는 일이 무척 급하고 예나 다름없이 병에 걸려 방어하는 것은 줄이기 때문에, 전례를 따라 재촉하고 분발하면, 하나는 배의 사부를 채우게 되고, 하나는 성을 지키기게 됩니다.
    이렇게 하여 5번 출동에 적을 맞아 14번이나 싸워 이겼던 것은 이미 8달이나 되었습니다.
    대개 국방이 한번 실패하면, 그 해독은 중앙에까지 곧 미치게 됩니다. 이것은 실로 이미 체험한 것입니다.
    저의 어리석은 계책은 먼저 옛 전례를 따라 변방을 방어해야 하겠습니다.
    차츰 차츰 조사하여 군사와 백성들의 고통을 구하는 것이 지금으로서는 급한 일입니다.
    나라의 운명이 호남에 달려 있는 것은, 마치 제(齊)나라의(山東省 地方의) 거현( 縣)이나 즉묵현(卽墨縣)과 같이 항복하지 않다가 공격해온 연(燕)나라를 파하고 국토를 회복하였던 것)처럼(곧 전쟁이 끝나지 않고 할 일이 있다는 것입니다.) 올바른 것은 몸을 온전히 하는 것과 같으니, 몹쓸 병있는 자가 겨우 한쪽 다리의 구 할 수 없는 것을 얻은 것입니다.
    그러나, 허다하게 군사와 말을 지경밖으로 쓸어내 버렸습니다.
    명나라 제독 이여송(李汝松)이 수십만명의 정예군사를 거느리고 평양, 개성, 서울 세곳의 도적을 토멸했으며, 곧바로 부산으로 내려와 남김없이 소탕해 버리고 돌아왔습니다."
1592-09-01 (토),(정사),"부산포해전
    [장계에서]
    닭이 울자 출항했다.
    낮 여덟시에 몰운대를 지날 무렵 샛바람이 갑자기 일고파도가 크게 일어 간신히 배를 저어 화준구미에 이르러 왜 대선 다섯척을 만나고, 다대포 앞바다에 이르러 왜 대선 여덟척, 서평포 앞바다에 이르러 왜 대선 아홉척, 절영도에 이르러서는 왜 대선 두척을 각각 만났는데, 모두 기스락을 의지하여 줄지어 정박하고 있었으므로 삼도의 수사가 거느린 여러 장수와 조방장 정걸(丁傑) 등이 힘을 합하여 남김없이 깨어 부수고, 배 안에 만재한 왜놈의 물건과 전쟁 기구도 끌어내지 못하게 하여 모두 불태웠으나, 왜놈들은 우리의 위세를 바라보며 산으로 올라갔기 때문에 머리를 베지는 못했다.
    그리고 절영도 안팎을 모조리 수색하였으나, 적의 종적이 없으므로 즉시 소선을 부산 앞바다로 급히 보내어 적선을 자세히 탐망케 하였더니, ""대개 오백여척이 선창 동쪽 산기슭의 언덕아래 줄지어 대었으며, 선봉 왜 대선 네척이 초량 목으로 마주 나오고 있다.""고 하므로 원균(元均) 및 이억기 등과 약속하기를, ""우리 군사의 위세로써 만일 지금 공격하지 않고 군사를 돌이킨다면 반드시 적이 우리를 멸시하는 마음이 생길 것이다.""고 말하고 독전기를 휘두르며 진격했다.
    우부장 녹도만호 정운(鄭運), 귀선돌격장 군관 이언량(李彦良), 전부장 방답첨사 이순신(李純信), 중위장 순천부사 권준(權俊), 좌부장 낙안군수 신호(申浩) 등이 먼저 곧바로 돌진하여 선봉 왜 대선 네척을 깨부수니, 적도들이 헤엄쳐 뭍으로 오르므로 뒤에 있던 여러 배들은 곧 이때를 이용하여 승리한 깃발을 올리고 북을 치면서 ""장사진""으로 돌진했다.
    이 때 부산성 동쪽 한 산에서 오리쯤 되는 언덕밑 세곳에 둔박한 왜선이 모두 사백일흔여척이었는데, 우리의 위세를 바라보고 두려워서 감히 나오지 못하고 있으므로 여러 전선이 곧장 그 앞으로 돌진하자, 배 안과 성 안, 산위, 굴속에 있던 적들이 총통과 활을 갖고 거의다 산으 로 올라 여섯곳에 나누어 머물며 내려다 보면서 철환과 화살을 빗발처럼, 우레처럼 쏘는 것이었다.
    그런데 편전을 쏘는것은 우리나라 사람들과 같았으며, 혹 대철환을 쏘기도 하는데, 크기가 모과만 하며, 혹 수마석을 쏘기도 하는데, 크기가 주발덩이 만한 것이 우리 배에 많이 떨어지곤 했다.
    그러나, 여러 장수들은 한층더 분개하여 죽음을 무릅쓰고 다투어 돌진하면서, 천자, 지자 총통에다 장군전, 피령전, 장전과 편전, 철환 등을 일시에 일제히 쏘며, 하루종일 교전하니 적의 기세는 크게 꺾이었다.
    그래서 적선 백여척을 삼도의 여러 장수들이 힘을 모아 쳐부순 뒤에 화살을 맞아 죽은 왜적으로써 토굴속에 끌려 들어간 놈은 그 수를 헤아릴 수 없었으나, 배를 쳐부수는 것이 급하여 머리를 벨수는 없었다.
    여러 전선의 용사들을 뽑아 뭍으로 내려서 모조리 섬멸하려고 하였으나, 무릇 성 안팎의 예닐곱 곳에 진치고 있는 왜적들이 있을뿐 아니라 말을 타고 용맹을 보이는 놈도 많은지라, 말도 없는 외로운 군사를 가벼이 뭍으로 내리게 한다는 것은 빈틈없는 계획이 아니며, 날도 저 물었는데, 적의 소굴에 머물러 있다가는 앞뒤로 적을 맞게 될 환란이 염려되어 하는수 없이 여러 장수들을 거느리고 배를 돌려 한밤중에 가덕도를 돌아와서 밤을 지냈다.
    그런데, 양산과 김해에 정박한 왜선이 혹은 말하기를 ""점차 본도로 돌아간다""고 한다마는, 몇달 이내로 세력이 날로 외로워짐을 스스로 알고 모두 부산으로 모이는 일이 없지는 않을 것이다.
    부산성 안의 관사는 모두 철거하고 흙을 쌓아서 집을 만들어 이미 소굴을 만든 것이 백여호 이상이나 되며, 성 밖의 동서쪽 산 기스락에 여염집이 즐비하게 있는 것도 거의 삼백여호이며, 이것이 모두 왜놈들이 스스로 지은 집인데, 그 중의 큰 집은 층계와 희게 단장한 벽이 마치 불당(절간)과도 비슷한 바, 그 소행을 따져보면 매우 분통하다."
